administration_of_mode,comments,organization_id,report_by_id,reported_value,rollup_mode_id,transit_metric_id,transit_mode_id,year
Direct Operated,,18,,44507,8,5,3,2012
Direct Operated,,18,,23228,8,7,3,2012
Direct Operated,,18,,0.75,8,8,3,2012
Direct Operated,,18,,152901,8,9,3,2012
Direct Operated,,18,,181079,8,10,3,2012
Direct Operated,,18,,6219,8,1,3,2011
Direct Operated,,18,,6219,8,2,3,2011
Direct Operated,,18,,299650,8,3,3,2011
Direct Operated,,18,,299650,8,4,3,2011
Direct Operated,,18,,49123,8,5,3,2011
Direct Operated,,18,,23840,8,7,3,2011
Direct Operated,,18,,0.5,8,8,3,2011
Direct Operated,,18,,1434660,8,9,3,2011
Direct Operated,,18,,191540,8,10,3,2011
Direct Operated,,18,,152178,8,3,3,2005
Direct Operated,,18,,155546,8,4,3,2005
Direct Operated,,18,,32254,8,5,3,2005
Direct Operated,,18,,11535,8,7,3,2005
Direct Operated,,18,,107882,8,9,3,2005
Direct Operated,,18,,102575,8,10,3,2005
Direct Operated,,18,,146901,8,3,3,2006
Direct Operated,,18,,146901,8,4,3,2006
Direct Operated,,18,,31667,8,5,3,2006
Direct Operated,,18,,10643,8,7,3,2006
Direct Operated,,18,,0.5,8,8,3,2006
Direct Operated,,18,,87191,8,9,3,2006
Direct Operated,,18,,106702,8,10,3,2006
Direct Operated,,18,,160479,8,3,3,2007
Direct Operated,,18,,160479,8,4,3,2007
Direct Operated,,18,,33364,8,5,3,2007
Direct Operated,,18,,19298,8,7,3,2007
Direct Operated,,18,,1.5,8,8,3,2007
Direct Operated,,18,,304904,8,9,3,2007
Direct Operated,,18,,95778,8,10,3,2007
Direct Operated,,18,,277580,8,3,3,2008
Direct Operated,,18,,277580,8,4,3,2008
Direct Operated,,18,,53114,8,5,3,2008
Direct Operated,,18,,21324,8,7,3,2008
Direct Operated,,18,,0.5,8,8,3,2008
Direct Operated,,18,,1528611,8,9,3,2008
Direct Operated,,18,,171009,8,10,3,2008
Direct Operated,,18,,288653,8,3,3,2009
Direct Operated,,18,,288653,8,4,3,2009
Direct Operated,,18,,57236,8,5,3,2009
Direct Operated,,18,,22901,8,7,3,2009
Direct Operated,,18,,0.5,8,8,3,2009
Direct Operated,,18,,1276047,8,9,3,2009
Direct Operated,,18,,222600,8,10,3,2009
Direct Operated,,18,,289317,8,3,3,2010
Direct Operated,,18,,289317,8,4,3,2010
Direct Operated,,18,,48255,8,5,3,2010
Direct Operated,,18,,21953,8,7,3,2010
Direct Operated,,18,,0.5,8,8,3,2010
Direct Operated,,18,,1417108,8,9,3,2010
Direct Operated,,18,,209950,8,10,3,2010
Direct Operated,,18,,3108,8,1,3,2018
Direct Operated,,18,,3108,8,2,3,2018
Direct Operated,,18,,128908,8,3,3,2018
Direct Operated,,18,,128908,8,4,3,2018
Direct Operated,,18,,19855,8,5,3,2018
Direct Operated,,18,,7268,8,7,3,2018
Direct Operated,,18,,0.06,8,8,3,2018
Direct Operated,,18,,54133,8,9,3,2018
Direct Operated,,18,,59174,8,10,3,2018
Direct Operated,,17,,66555,8,3,3,2007
Direct Operated,,17,,66555,8,4,3,2007
Direct Operated,,17,,7650,8,5,3,2007
Direct Operated,,17,,3025,8,7,3,2007
Direct Operated,,17,,0.1,8,8,3,2007
Direct Operated,,17,,17499,8,9,3,2007
Direct Operated,,17,,8534,8,10,3,2007
Direct Operated,,17,,1020,8,1,3,2008
Direct Operated,,17,,1020,8,2,3,2008
Direct Operated,,17,,42075,8,3,3,2008
Direct Operated,,17,,42075,8,4,3,2008
Direct Operated,,17,,3060,8,5,3,2008
Direct Operated,,17,,3861,8,7,3,2008
Direct Operated,,17,,1,8,8,3,2008
Direct Operated,,17,,14738,8,9,3,2008
Direct Operated,,17,,6154,8,10,3,2008
Direct Operated,,17,,340,8,1,3,2009
Direct Operated,,17,,340,8,2,3,2009
Direct Operated,,17,,6970,8,3,3,2009
Direct Operated,,17,,6970,8,4,3,2009
Direct Operated,,17,,935,8,5,3,2009
Direct Operated,,17,,467,8,7,3,2009
Direct Operated,,17,,0.1,8,8,3,2009
Direct Operated,,17,,9349,8,9,3,2009
Direct Operated,,17,,1953,8,10,3,2009
Direct Operated,,16,,27762,8,1,3,2017
Direct Operated,,16,,27762,8,2,3,2017
Direct Operated,,16,,879730,8,3,3,2017
Direct Operated,,16,,879730,8,4,3,2017
Direct Operated,,16,,179883,8,5,3,2017
Direct Operated,,16,,4338,8,6,3,2017
Direct Operated,,16,,53970,8,7,3,2017
Direct Operated,,16,,4,8,8,3,2017
Direct Operated,,16,,1135665,8,9,3,2017
Direct Operated,,16,,505729,8,10,3,2017
Direct Operated,,16,,24841,8,1,3,2016
Direct Operated,,16,,24841,8,2,3,2016
Direct Operated,,16,,819381,8,3,3,2016
Direct Operated,,16,,819381,8,4,3,2016
Direct Operated,,16,,175920,8,5,3,2016
Direct Operated,,16,,5405,8,6,3,2016
Direct Operated,,16,,46078,8,7,3,2016
Direct Operated,,16,,3,8,8,3,2016
Direct Operated,,16,,959633,8,9,3,2016
Direct Operated,,16,,481700,8,10,3,2016
Direct Operated,,16,,30531,8,1,3,2015
Direct Operated,,16,,30351,8,2,3,2015
Direct Operated,,16,,960552,8,3,3,2015
Direct Operated,,16,,960552,8,4,3,2015
Direct Operated,,16,,205418,8,5,3,2015
Direct Operated,,16,,9398,8,6,3,2015
Direct Operated,,16,,50867,8,7,3,2015
Direct Operated,,16,,5.2,8,8,3,2015
Direct Operated,,16,,1042233,8,9,3,2015
Direct Operated,,16,,596936,8,10,3,2015
Direct Operated,,16,,34249,8,1,3,2014
Direct Operated,,16,,34249,8,2,3,2014
Direct Operated,,16,,1058252,8,3,3,2014
Direct Operated,,16,,1058252,8,4,3,2014
Direct Operated,,16,,232391,8,5,3,2014
Direct Operated,,16,,11799,8,6,3,2014
Direct Operated,,16,,55126,8,7,3,2014
Direct Operated,,16,,6,8,8,3,2014
Direct Operated,,16,,1138900,8,9,3,2014
Direct Operated,,16,,646508,8,10,3,2014
Direct Operated,,16,,31049,8,1,3,2013
Direct Operated,,16,,31049,8,2,3,2013
Direct Operated,,16,,961211,8,3,3,2013
Direct Operated,,16,,961211,8,4,3,2013
Direct Operated,,16,,226339,8,5,3,2013
Direct Operated,,16,,7612,8,6,3,2013
Direct Operated,,16,,52684,8,7,3,2013
Direct Operated,,16,,5.5,8,8,3,2013
Direct Operated,,16,,967348,8,9,3,2013
Direct Operated,,16,,589039,8,10,3,2013
Direct Operated,,16,,34849,8,1,3,2012
Direct Operated,,16,,34849,8,2,3,2012
Direct Operated,,16,,1102159,8,3,3,2012
Direct Operated,,16,,1102159,8,4,3,2012
Direct Operated,,16,,251029,8,5,3,2012
Direct Operated,,16,,6769,8,6,3,2012
Direct Operated,,16,,65500,8,7,3,2012
Direct Operated,,16,,9.5,8,8,3,2012
Direct Operated,,16,,1419627,8,9,3,2012
Direct Operated,,16,,740109,8,10,3,2012
Direct Operated,,16,,1265016,8,3,3,2005
Direct Operated,,16,,1341486,8,4,3,2005
Direct Operated,,16,,289663,8,5,3,2005
Direct Operated,,16,,66306,8,6,3,2005
Direct Operated,,16,,12022,8,7,3,2005
Direct Operated,,16,,10.1,8,8,3,2005
Direct Operated,,16,,1309945,8,9,3,2005
Direct Operated,,16,,323923,8,10,3,2005
Direct Operated,,16,,1397469,8,3,3,2006
Direct Operated,,16,,1460908,8,4,3,2006
Direct Operated,,16,,303971,8,5,3,2006
Direct Operated,,16,,78256,8,6,3,2006
Direct Operated,,16,,11633,8,7,3,2006
Direct Operated,,16,,8.4,8,8,3,2006
Direct Operated,,16,,1324565,8,9,3,2006
Direct Operated,,16,,544000,8,10,3,2006
Direct Operated,,16,,1345160,8,3,3,2007
Direct Operated,,16,,1351216,8,4,3,2007
Direct Operated,,16,,300035,8,5,3,2007
Direct Operated,,16,,77252,8,6,3,2007
Direct Operated,,16,,11494,8,7,3,2007
Direct Operated,,16,,8.5,8,8,3,2007
Direct Operated,,16,,1350618,8,9,3,2007
Direct Operated,,16,,582000,8,10,3,2007
Direct Operated,,16,,44997,8,1,3,2008
Direct Operated,,16,,44997,8,2,3,2008
Direct Operated,,16,,1371729,8,3,3,2008
Direct Operated,,16,,1371729,8,4,3,2008
Direct Operated,,16,,312804,8,5,3,2008
Direct Operated,,16,,77205,8,6,3,2008
Direct Operated,,16,,12420,8,7,3,2008
Direct Operated,,16,,8.921153846,8,8,3,2008
Direct Operated,,16,,1455127,8,9,3,2008
Direct Operated,,16,,646680,8,10,3,2008
Direct Operated,,16,,38713,8,1,3,2009
Direct Operated,,16,,38713,8,2,3,2009
Direct Operated,,16,,1159888,8,3,3,2009
Direct Operated,,16,,1159888,8,4,3,2009
Direct Operated,,16,,286858,8,5,3,2009
Direct Operated,,16,,58041,8,6,3,2009
Direct Operated,,16,,20728,8,7,3,2009
Direct Operated,,16,,8.913461538,8,8,3,2009
Direct Operated,,16,,1392486,8,9,3,2009
Direct Operated,,16,,846431,8,10,3,2009
Direct Operated,,16,,37256,8,1,3,2010
Direct Operated,,16,,37256,8,2,3,2010
Direct Operated,,16,,1146414,8,3,3,2010
Direct Operated,,16,,1146414,8,4,3,2010
Direct Operated,,16,,259696,8,5,3,2010
Direct Operated,,16,,21880,8,6,3,2010
Direct Operated,,16,,55178,8,7,3,2010
Direct Operated,,16,,8.2,8,8,3,2010
Direct Operated,,16,,1354908,8,9,3,2010
Direct Operated,,16,,958583,8,10,3,2010
Direct Operated,,16,,25887,8,1,3,2018
Direct Operated,,16,,19716,8,2,3,2018
Direct Operated,,16,,776515,8,3,3,2018
Direct Operated,,16,,776515,8,4,3,2018
Direct Operated,,16,,168402,8,5,3,2018
Direct Operated,,16,,4385,8,6,3,2018
Direct Operated,,16,,47168,8,7,3,2018
Direct Operated,,16,,4.711,8,8,3,2018
Direct Operated,,16,,1141786,8,9,3,2018
Direct Operated,,16,,474125,8,10,3,2018
Direct Operated,,15,,563263,8,1,3,2017
Direct Operated,,15,,563263,8,2,3,2017
Direct Operated,,15,,15199378,8,3,3,2017
Direct Operated,,15,,15199378,8,4,3,2017
Direct Operated,,15,,3626422,8,5,3,2017
Direct Operated,,15,,918055,8,7,3,2017
Direct Operated,,15,,28.6,8,8,3,2017
Direct Operated,,15,,9713077,8,9,3,2017
Direct Operated,,15,,7622086,8,10,3,2017
Direct Operated,,15,,542570,8,1,3,2016
Direct Operated,,15,,542570,8,2,3,2016
Direct Operated,,15,,14879325,8,3,3,2016
Direct Operated,,15,,14879325,8,4,3,2016
Direct Operated,,15,,3540537,8,5,3,2016
Direct Operated,,15,,919256,8,7,3,2016
Direct Operated,,15,,26.4,8,8,3,2016
Direct Operated,,15,,9042388,8,9,3,2016
Direct Operated,,15,,7293271,8,10,3,2016
Direct Operated,,15,,512680,8,1,3,2015
Direct Operated,,15,,512680,8,2,3,2015
Direct Operated,,15,,14693548,8,3,3,2015
Direct Operated,,15,,14693548,8,4,3,2015
Direct Operated,,15,,3561397,8,5,3,2015
Direct Operated,,15,,906419,8,7,3,2015
Direct Operated,,15,,27.7,8,8,3,2015
Direct Operated,,15,,8916088,8,9,3,2015
Direct Operated,,15,,7121362,8,10,3,2015
Direct Operated,,15,,499955,8,1,3,2014
Direct Operated,,15,,499955,8,2,3,2014
Direct Operated,,15,,14498635,8,3,3,2014
Direct Operated,,15,,14498635,8,4,3,2014
Direct Operated,,15,,3414783,8,5,3,2014
Direct Operated,,15,,909777,8,7,3,2014
Direct Operated,,15,,27.9,8,8,3,2014
Direct Operated,,15,,10289041,8,9,3,2014
Direct Operated,,15,,11804793,8,10,3,2014
Direct Operated,,15,,388170,8,1,3,2013
Direct Operated,,15,,388170,8,2,3,2013
Direct Operated,,15,,14032115,8,3,3,2013
Direct Operated,,15,,14032115,8,4,3,2013
Direct Operated,,15,,3523813,8,5,3,2013
Direct Operated,,15,,877067,8,7,3,2013
Direct Operated,,15,,36,8,8,3,2013
Direct Operated,,15,,10658553,8,9,3,2013
Direct Operated,,15,,11487561,8,10,3,2013
Direct Operated,,15,,334972,8,1,3,2011
Direct Operated,,15,,334972,8,2,3,2011
Direct Operated,,15,,12546348,8,3,3,2011
Direct Operated,,15,,12546348,8,4,3,2011
Direct Operated,,15,,3122742,8,5,3,2011
Direct Operated,,15,,815522,8,7,3,2011
Direct Operated,,15,,31.9,8,8,3,2011
Direct Operated,,15,,9956769,8,9,3,2011
Direct Operated,,15,,9459661,8,10,3,2011
Direct Operated,,15,,9083017,8,3,3,2005
Direct Operated,,15,,9253608,8,4,3,2005
Direct Operated,,15,,1795611,8,5,3,2005
Direct Operated,,15,,647411,8,7,3,2005
Direct Operated,,15,,55.3,8,8,3,2005
Direct Operated,,15,,6701931,8,9,3,2005
Direct Operated,,15,,5552340,8,10,3,2005
Direct Operated,,15,,9950890,8,3,3,2006
Direct Operated,,15,,10136703,8,4,3,2006
Direct Operated,,15,,1965742,8,5,3,2006
Direct Operated,,15,,711122,8,7,3,2006
Direct Operated,,15,,55.7,8,8,3,2006
Direct Operated,,15,,6638696,8,9,3,2006
Direct Operated,,15,,6147248,8,10,3,2006
Direct Operated,,15,,10598269,8,3,3,2007
Direct Operated,,15,,10598269,8,4,3,2007
Direct Operated,,15,,2322012,8,5,3,2007
Direct Operated,,15,,722183,8,7,3,2007
Direct Operated,,15,,28.1,8,8,3,2007
Direct Operated,,15,,8255653,8,9,3,2007
Direct Operated,,15,,6872296,8,10,3,2007
Direct Operated,,15,,345169,8,1,3,2008
Direct Operated,,15,,345169,8,2,3,2008
Direct Operated,,15,,11711249,8,3,3,2008
Direct Operated,,15,,11711249,8,4,3,2008
Direct Operated,,15,,3138787,8,5,3,2008
Direct Operated,,15,,777400,8,7,3,2008
Direct Operated,,15,,37.6,8,8,3,2008
Direct Operated,,15,,9751345,8,9,3,2008
Direct Operated,,15,,8049283,8,10,3,2008
Direct Operated,,15,,347215,8,1,3,2009
Direct Operated,,15,,347215,8,2,3,2009
Direct Operated,,15,,11802532,8,3,3,2009
Direct Operated,,15,,11802532,8,4,3,2009
Direct Operated,,15,,3172678,8,5,3,2009
Direct Operated,,15,,807203,8,7,3,2009
Direct Operated,,15,,32.7,8,8,3,2009
Direct Operated,,15,,8973302,8,9,3,2009
Direct Operated,,15,,9636603,8,10,3,2009
Direct Operated,,15,,294929,8,1,3,2010
Direct Operated,,15,,294929,8,2,3,2010
Direct Operated,,15,,11368164,8,3,3,2010
Direct Operated,,15,,11368164,8,4,3,2010
Direct Operated,,15,,2849585,8,5,3,2010
Direct Operated,,15,,752717,8,7,3,2010
Direct Operated,,15,,35.4,8,8,3,2010
Direct Operated,,15,,9101323,8,9,3,2010
Direct Operated,,15,,8728042,8,10,3,2010
Direct Operated,,15,,381957,8,1,3,2012
Direct Operated,,15,,381957,8,2,3,2012
Direct Operated,,15,,13884402,8,3,3,2012
Direct Operated,,15,,13884402,8,4,3,2012
Direct Operated,,15,,3442589,8,5,3,2012
Direct Operated,,15,,876562,8,7,3,2012
Direct Operated,,15,,37,8,8,3,2012
Direct Operated,,15,,10639894,8,9,3,2012
Direct Operated,,15,,10320050,8,10,3,2012
Direct Operated,,15,,579024,8,1,3,2018
Direct Operated,,15,,579024,8,2,3,2018
Direct Operated,,15,,15043713,8,3,3,2018
Direct Operated,,15,,15043713,8,4,3,2018
Direct Operated,,15,,3464738,8,5,3,2018
Direct Operated,,15,,899358,8,7,3,2018
Direct Operated,,15,,29.6,8,8,3,2018
Direct Operated,,15,,10427847,8,9,3,2018
Direct Operated,,15,,7224125,8,10,3,2018
Direct Operated,,14,,1500,8,1,3,2017
Direct Operated,,14,,1530,8,2,3,2017
Direct Operated,,14,,59594,8,3,3,2017
Direct Operated,,14,,65009,8,4,3,2017
Direct Operated,,14,,8930,8,5,3,2017
Direct Operated,,14,,3611,8,7,3,2017
Direct Operated,,14,,40798,8,9,3,2017
Direct Operated,,14,,33391,8,10,3,2017
Direct Operated,,14,,1712,8,1,3,2016
Direct Operated,,14,,1746,8,2,3,2016
Direct Operated,,14,,77040,8,3,3,2016
Direct Operated,,14,,84112,8,4,3,2016
Direct Operated,,14,,11974,8,5,3,2016
Direct Operated,,14,,5074,8,7,3,2016
Direct Operated,,14,,44909,8,9,3,2016
Direct Operated,,14,,43810,8,10,3,2016
Direct Operated,,14,,1761,8,1,3,2015
Direct Operated,,14,,1796,8,2,3,2015
Direct Operated,,14,,79245,8,3,3,2015
Direct Operated,,14,,80830,8,4,3,2015
Direct Operated,,14,,13612,8,5,3,2015
Direct Operated,,14,,5009,8,7,3,2015
Direct Operated,,14,,46830,8,9,3,2015
Direct Operated,,14,,44581,8,10,3,2015
Direct Operated,,14,,1950,8,1,3,2014
Direct Operated,,14,,1989,8,2,3,2014
Direct Operated,,14,,87764,8,3,3,2014
Direct Operated,,14,,89368,8,4,3,2014
Direct Operated,,14,,13668,8,5,3,2014
Direct Operated,,14,,5697,8,7,3,2014
Direct Operated,,14,,53583,8,9,3,2014
Direct Operated,,14,,48554,8,10,3,2014
Direct Operated,,14,,2337,8,1,3,2013
Direct Operated,,14,,2384,8,2,3,2013
Direct Operated,,14,,105156,8,3,3,2013
Direct Operated,,14,,107298,8,4,3,2013
Direct Operated,,14,,14062,8,5,3,2013
Direct Operated,,14,,83,8,6,3,2013
Direct Operated,,14,,6255,8,7,3,2013
Direct Operated,,14,,38568,8,9,3,2013
Direct Operated,,14,,57699,8,10,3,2013
Direct Operated,,14,,2009,8,1,3,2012
Direct Operated,,14,,2270,8,2,3,2012
Direct Operated,,14,,100432,8,3,3,2012
Direct Operated,,14,,102237,8,4,3,2012
Direct Operated,,14,,15276,8,5,3,2012
Direct Operated,,14,,60,8,6,3,2012
Direct Operated,,14,,6323,8,7,3,2012
Direct Operated,,14,,41922,8,9,3,2012
Direct Operated,,14,,56635,8,10,3,2012
Direct Operated,,14,,2462,8,1,3,2011
Direct Operated,,14,,2872,8,2,3,2011
Direct Operated,,14,,127772,8,3,3,2011
Direct Operated,,14,,129172,8,4,3,2011
Direct Operated,,14,,17234,8,5,3,2011
Direct Operated,,14,,207,8,6,3,2011
Direct Operated,,14,,7528,8,7,3,2011
Direct Operated,,14,,37511,8,9,3,2011
Direct Operated,,14,,69213,8,10,3,2011
Direct Operated,,14,,86450,8,3,3,2005
Direct Operated,,14,,86450,8,4,3,2005
Direct Operated,,14,,25200,8,5,3,2005
Direct Operated,,14,,4143,8,6,3,2005
Direct Operated,,14,,735,8,7,3,2005
Direct Operated,,14,,0.5,8,8,3,2005
Direct Operated,,14,,66016,8,9,3,2005
Direct Operated,,14,,42259,8,10,3,2005
Direct Operated,,14,,84126,8,3,3,2006
Direct Operated,,14,,84126,8,4,3,2006
Direct Operated,,14,,24530,8,5,3,2006
Direct Operated,,14,,4375,8,6,3,2006
Direct Operated,,14,,772,8,7,3,2006
Direct Operated,,14,,0.5,8,8,3,2006
Direct Operated,,14,,70043,8,9,3,2006
Direct Operated,,14,,35226,8,10,3,2006
Direct Operated,,14,,63803,8,3,3,2007
Direct Operated,,14,,63803,8,4,3,2007
Direct Operated,,14,,6382,8,5,3,2007
Direct Operated,,14,,347,8,6,3,2007
Direct Operated,,14,,3843,8,7,3,2007
Direct Operated,,14,,34215,8,9,3,2007
Direct Operated,,14,,35692,8,10,3,2007
Direct Operated,,14,,1385,8,1,3,2008
Direct Operated,,14,,1385,8,2,3,2008
Direct Operated,,14,,62322,8,3,3,2008
Direct Operated,,14,,62797,8,4,3,2008
Direct Operated,,14,,11432,8,5,3,2008
Direct Operated,,14,,20,8,6,3,2008
Direct Operated,,14,,3981,8,7,3,2008
Direct Operated,,14,,34110,8,9,3,2008
Direct Operated,,14,,37811,8,10,3,2008
Direct Operated,,14,,1914,8,1,3,2009
Direct Operated,,14,,1914,8,2,3,2009
Direct Operated,,14,,86142,8,3,3,2009
Direct Operated,,14,,86388,8,4,3,2009
Direct Operated,,14,,12926,8,5,3,2009
Direct Operated,,14,,226,8,6,3,2009
Direct Operated,,14,,4971,8,7,3,2009
Direct Operated,,14,,37906,8,9,3,2009
Direct Operated,,14,,50338,8,10,3,2009
Direct Operated,,14,,2451,8,1,3,2010
Direct Operated,,14,,2831,8,2,3,2010
Direct Operated,,14,,127529,8,3,3,2010
Direct Operated,,14,,129642,8,4,3,2010
Direct Operated,,14,,16974,8,5,3,2010
Direct Operated,,14,,7847,8,7,3,2010
Direct Operated,,14,,31280,8,9,3,2010
Direct Operated,,14,,67974,8,10,3,2010
Direct Operated,,14,,989,8,1,3,2018
Direct Operated,,14,,1009,8,2,3,2018
Direct Operated,,14,,40016,8,3,3,2018
Direct Operated,,14,,45140,8,4,3,2018
Direct Operated,,14,,5978,8,5,3,2018
Direct Operated,,14,,2784,8,7,3,2018
Direct Operated,,14,,28592,8,9,3,2018
Direct Operated,,14,,22405,8,10,3,2018
Direct Operated,,13,,37260,8,1,3,2017
Direct Operated,,13,,37260,8,2,3,2017
Direct Operated,,13,,937820,8,3,3,2017
Direct Operated,,13,,943573,8,4,3,2017
Direct Operated,,13,,182128,8,5,3,2017
Direct Operated,,13,,56148,8,7,3,2017
Direct Operated,,13,,2,8,8,3,2017
Direct Operated,,13,,677636,8,9,3,2017
Direct Operated,,13,,441509,8,10,3,2017
Direct Operated,,13,,38281,8,1,3,2016
Direct Operated,,13,,38281,8,2,3,2016
Direct Operated,,13,,982756,8,3,3,2016
Direct Operated,,13,,988811,8,4,3,2016
Direct Operated,,13,,184633,8,5,3,2016
Direct Operated,,13,,59092,8,7,3,2016
Direct Operated,,13,,2,8,8,3,2016
Direct Operated,,13,,619471,8,9,3,2016
Direct Operated,,13,,468081,8,10,3,2016
Direct Operated,,13,,40602,8,1,3,2015
Direct Operated,,13,,40602,8,2,3,2015
Direct Operated,,13,,1118884,8,3,3,2015
Direct Operated,,13,,1124447,8,4,3,2015
Direct Operated,,13,,210204,8,5,3,2015
Direct Operated,,13,,68041,8,7,3,2015
Direct Operated,,13,,2,8,8,3,2015
Direct Operated,,13,,699142,8,9,3,2015
Direct Operated,,13,,534728,8,10,3,2015
Direct Operated,,13,,41265,8,1,3,2014
Direct Operated,,13,,41265,8,2,3,2014
Direct Operated,,13,,1206256,8,3,3,2014
Direct Operated,,13,,1210102,8,4,3,2014
Direct Operated,,13,,227944,8,5,3,2014
Direct Operated,,13,,72621,8,7,3,2014
Direct Operated,,13,,2,8,8,3,2014
Direct Operated,,13,,781698,8,9,3,2014
Direct Operated,,13,,520366,8,10,3,2014
Direct Operated,,13,,39656,8,1,3,2013
Direct Operated,,13,,39656,8,2,3,2013
Direct Operated,,13,,1163646,8,3,3,2013
Direct Operated,,13,,1174302,8,4,3,2013
Direct Operated,,13,,226083,8,5,3,2013
Direct Operated,,13,,66401,8,7,3,2013
Direct Operated,,13,,2,8,8,3,2013
Direct Operated,,13,,427623,8,9,3,2013
Direct Operated,,13,,511268,8,10,3,2013
Direct Operated,,13,,41396,8,1,3,2012
Direct Operated,,13,,41396,8,2,3,2012
Direct Operated,,13,,1225078,8,3,3,2012
Direct Operated,,13,,1231210,8,4,3,2012
Direct Operated,,13,,225396,8,5,3,2012
Direct Operated,,13,,74681,8,7,3,2012
Direct Operated,,13,,2,8,8,3,2012
Direct Operated,,13,,559349,8,9,3,2012
Direct Operated,,13,,520657,8,10,3,2012
Direct Operated,,13,,37830,8,1,3,2011
Direct Operated,,13,,37830,8,2,3,2011
Direct Operated,,13,,1186077,8,3,3,2011
Direct Operated,,13,,1189366,8,4,3,2011
Direct Operated,,13,,220483,8,5,3,2011
Direct Operated,,13,,72953,8,7,3,2011
Direct Operated,,13,,2,8,8,3,2011
Direct Operated,,13,,562219,8,9,3,2011
Direct Operated,,13,,444216,8,10,3,2011
Direct Operated,,13,,972800,8,3,3,2005
Direct Operated,,13,,962766,8,4,3,2005
Direct Operated,,13,,160398,8,5,3,2005
Direct Operated,,13,,55302,8,7,3,2005
Direct Operated,,13,,2,8,8,3,2005
Direct Operated,,13,,190618,8,9,3,2005
Direct Operated,,13,,263854,8,10,3,2005
Direct Operated,,13,,1083662,8,3,3,2006
Direct Operated,,13,,1088100,8,4,3,2006
Direct Operated,,13,,198918,8,5,3,2006
Direct Operated,,13,,61176,8,7,3,2006
Direct Operated,,13,,2,8,8,3,2006
Direct Operated,,13,,184059,8,9,3,2006
Direct Operated,,13,,356876,8,10,3,2006
Direct Operated,,13,,918152,8,3,3,2007
Direct Operated,,13,,919958,8,4,3,2007
Direct Operated,,13,,182796,8,5,3,2007
Direct Operated,,13,,57058,8,7,3,2007
Direct Operated,,13,,2,8,8,3,2007
Direct Operated,,13,,202693,8,9,3,2007
Direct Operated,,13,,358037,8,10,3,2007
Direct Operated,,13,,1025683,8,3,3,2008
Direct Operated,,13,,1028102,8,4,3,2008
Direct Operated,,13,,211772,8,5,3,2008
Direct Operated,,13,,63612,8,7,3,2008
Direct Operated,,13,,2,8,8,3,2008
Direct Operated,,13,,336582,8,9,3,2008
Direct Operated,,13,,387526,8,10,3,2008
Direct Operated,,13,,1334858,8,3,3,2009
Direct Operated,,13,,1338163,8,4,3,2009
Direct Operated,,13,,237252,8,5,3,2009
Direct Operated,,13,,81117,8,7,3,2009
Direct Operated,,13,,2,8,8,3,2009
Direct Operated,,13,,296536,8,9,3,2009
Direct Operated,,13,,490500,8,10,3,2009
Direct Operated,,13,,37028,8,1,3,2010
Direct Operated,,13,,37028,8,2,3,2010
Direct Operated,,13,,1187396,8,3,3,2010
Direct Operated,,13,,1190995,8,4,3,2010
Direct Operated,,13,,218224,8,5,3,2010
Direct Operated,,13,,72229,8,7,3,2010
Direct Operated,,13,,2,8,8,3,2010
Direct Operated,,13,,464552,8,9,3,2010
Direct Operated,,13,,448231,8,10,3,2010
Direct Operated,,13,,34791,8,1,3,2018
Direct Operated,,13,,34792,8,2,3,2018
Direct Operated,,13,,847414,8,3,3,2018
Direct Operated,,13,,850073,8,4,3,2018
Direct Operated,,13,,158741,8,5,3,2018
Direct Operated,,13,,48541,8,7,3,2018
Direct Operated,,13,,2,8,8,3,2018
Direct Operated,,13,,652813,8,9,3,2018
Direct Operated,,13,,400358,8,10,3,2018
Direct Operated,,12,,80872,8,1,3,2017
Direct Operated,,12,,80872,8,2,3,2017
Direct Operated,,12,,2938498,8,3,3,2017
Direct Operated,,12,,3091274,8,4,3,2017
Direct Operated,,12,,550202,8,5,3,2017
Direct Operated,,12,,183614,8,7,3,2017
Direct Operated,,12,,9.6,8,8,3,2017
Direct Operated,,12,,1646017,8,9,3,2017
Direct Operated,,12,,1434951,8,10,3,2017
Direct Operated,,12,,84805,8,1,3,2016
Direct Operated,,12,,84805,8,2,3,2016
Direct Operated,,12,,3075894,8,3,3,2016
Direct Operated,,12,,3075894,8,4,3,2016
Direct Operated,,12,,602430,8,5,3,2016
Direct Operated,,12,,192389,8,7,3,2016
Direct Operated,,12,,9.6,8,8,3,2016
Direct Operated,,12,,1654236,8,9,3,2016
Direct Operated,,12,,1544524,8,10,3,2016
Direct Operated,,12,,92381,8,1,3,2015
Direct Operated,,12,,92381,8,2,3,2015
Direct Operated,,12,,3427110,8,3,3,2015
Direct Operated,,12,,3427110,8,4,3,2015
Direct Operated,,12,,685112,8,5,3,2015
Direct Operated,,12,,217246,8,7,3,2015
Direct Operated,,12,,9.9,8,8,3,2015
Direct Operated,,12,,1724092,8,9,3,2015
Direct Operated,,12,,1746164,8,10,3,2015
Direct Operated,,12,,95030,8,1,3,2014
Direct Operated,,12,,95030,8,2,3,2014
Direct Operated,,12,,3629991,8,3,3,2014
Direct Operated,,12,,3629991,8,4,3,2014
Direct Operated,,12,,743869,8,5,3,2014
Direct Operated,,12,,233863,8,7,3,2014
Direct Operated,,12,,11.1,8,8,3,2014
Direct Operated,,12,,1905009,8,9,3,2014
